,사업장명,도로명전체주소,좌표정보(x),좌표정보(y),시도명
0,(주)그랜드호텔,광주광역시 동구 서석로 24 (불로동),192324.317553908,182930.410213135,광주광역시
1,호텔에어포트,대구광역시 동구 공항로 221 (지저동),347946.247615409,267876.718368236,대구광역시
2,사조리조트 경주휴양콘도미니엄,경상북도 경주시 영불로 223 (진현동),410221.401616073,256134.650719786,경상북도
3,에버그린관광호텔,충청남도 논산시 연무읍 황화로 369,208677.962288645,289355.840865188,충청남도
4,그랑프리관광호텔,광주광역시 동구 남문로 689 (학동),193391.477524096,181453.915599891,광주광역시
5,(주)송선관광호텔,광주광역시 동구 동계천로 22 (대인동),192154.15247685,184070.125702114,광주광역시
6,지니게스트하우스2,"부산광역시 수영구 광안해변로 249, 7층 (민락동, 홍윤빌딩)",393213.336569594,186059.235750394,부산광역시
7,엔터코리아 땅끝콘도,전라남도 해남군 송지면 땅끝해안로 1869,155933.086427519,90641.0960968504,전라남도
8,(주)제주힐리조트,제주특별자치도 제주시 한림읍 명월성로 394,131210.896142948,-13346.0246264045,제주특별자치도
9,주식회사 코레스코(치악산 휴양콘도미니엄),강원특별자치도 횡성군 우천면 전재로 254,296891.795638232,437821.09810028,강원특별자치도
10,(주)현대스카이리조트,강원특별자치도 속초시 동해대로 3964 (조양동),340179.69140755,521888.139514971,강원특별자치도
11,동방관광호텔,부산광역시 동래구 금강로 110 (온천동),389291.717212958,192996.253435511,부산광역시
12,완도 퍼핀스베이 리조트,전라남도 완도군 신지면 신지로582번길 49,184626.976057085,92578.823477463,전라남도
13,광양황금관광호텔,nan,251894.836072734,176210.160137935,nan
14,푸른콘도,"제주특별자치도 제주시 한림읍 귀덕6길 146, 푸른콘도",133987.755817326,-6943.29088357127,제주특별자치도
15,베니키아호텔거제,경상남도 거제시 성산로 78-16 (옥포동),355812.839497096,157207.283151994,경상남도
16,영일대호텔,경상북도 포항시 남구 행복길75번길 11 (대잠동),410402.140540467,281868.211429299,경상북도
17,주식회사 금호디앤시,nan,358833.442734054,223484.330762708,nan
18,통도자연관광호텔(주),경상남도 양산시 하북면 신평강변8길 11,388965.754340147,223508.756765724,경상남도
19,프린스관광호텔,경기도 군포시 군포로 697  (금정동),195027.224078745,429518.312363804,경기도
20,(주)레이크힐스리조트 안성,경기도 안성시 양성면 양성로 349-61,217818.35563758,398126.493351239,경기도
21,럭셔리 관광호텔,경기도 안산시 단원구 중앙대로 945 (고잔동),185904.3210615,423906.352921461,경기도
22,군산관광호텔,nan,175102.696511857,275130.411699739,nan
23,(주)토비스알앤씨,전북특별자치도 무주군 무풍면 구천동로 350,274030.57803702,265487.3819692,전북특별자치도
24,충주호리조트휴양콘도미니엄,충청북도 충주시 동량면 호반로 675-20,292540.430340913,392996.439496819,충청북도
25,충주레이크팜,충청북도 충주시 동량면 호반로 675-27  (487-3외 3필지),292398.449820254,393209.498374058,충청북도
26,라마다호텔앤스위트 서울센트럴,"서울특별시 중구 칠패로 27  (순화동,외 1필지 C동)",197462.198757043,450878.211786274,서울특별시
27,솔레어,충청남도 홍성군 홍성읍 조양로205번길 60,170860.313630679,344405.382734362,충청남도
28,골든베이골프앤리조트,충청남도 태안군 근흥면 정산포로 217,125959.374679566,356945.59967705,충청남도
29,라모스 호스텔,충청남도 태안군 태안읍 안도내길 28-14,140222.398638056,368136.87015569,충청남도
30,베이브리즈,충청남도 태안군 소원면 만리포2길 235-9,123773.434480262,366219.797876332,충청남도
31,아일랜드리솜,충청남도 태안군 안면읍 꽃지해안로 204,140547.515991585,332172.510405992,충청남도
32,말리오션스파,충청남도 태안군 소원면 만리포1길 95,123624.044708398,365392.520627493,충청남도
33,롱비치패밀리호텔,충청남도 태안군 소원면 만리포2길 120,123294.588254304,365146.198721146,충청남도
34,백제관광호텔,충청남도 부여군 부여읍 북포로 108,192932.710363912,310125.00421587,충청남도
35,(주)호텔롯데,충청남도 부여군 규암면 백제문로 400,191011.994835623,311472.3715919,충청남도
36,서산수 휴양콘도미니엄,충청남도 서산시 대산읍 삼길포7로 6,151134.310211358,388392.726414008,충청남도
37,베니키아호텔 서산,"충청남도 서산시 안견로 465, 관광호텔 (갈산동)",149762.965546235,364903.326480967,충청남도
38,소호,"전라남도 목포시 만호로 29, 2층 (만호동)",143537.846697072,143048.851767364,전라남도
39,호텔 썬비,"서울특별시 종로구 인사동7길 26, 호텔 썬비 (관훈동)",198586.86523867,452307.07147577,서울특별시
40,루미아 호텔,서울특별시 중구 퇴계로8길 31-9 (회현동1가),198142.881185174,450638.810478052,서울특별시
41,소테츠호텔즈 더 스프라지르 서울 동대문,서울특별시 중구 장충단로 226 (광희동2가),200614.724711748,451381.249500534,서울특별시
42,호텔 크레토,서울특별시 중구 명동8가길 53 (충무로2가),198877.823601669,451079.561839622,서울특별시
43,24게스트하우스 명동타운점,"서울특별시 중구 퇴계로 61, 10층 (남창동)",198065.845616529,450787.39677054,서울특별시
44,호텔 더 디자이너스 동대문,서울특별시 중구 퇴계로 306 (쌍림동),200429.929353714,451264.595792065,서울특별시
45,솔라리아 니시테츠 호텔 서울 명동,"서울특별시 중구 명동8길 27 (명동2가, 엠 플라자)",198619.38819773,451135.740279961,서울특별시
46,24게스트하우스 서울시청점,"서울특별시 중구 덕수궁길 7, 3층 (태평로2가, 오천회관빌딩)",197838.506308443,451380.770303032,서울특별시
47,호텔 스카이파크 센트럴 명동점,"서울특별시 중구 명동9길 16 (명동1가, 명동 센트럴빌딩 호텔스카이파크)",198625.254251263,451373.686002948,서울특별시
48,에이큐브 호텔,"서울특별시 중구 동호로35길 5 (을지로5가, 석광빌딩)",200110.335302043,451549.054429182,서울특별시
49,크라운파크 호텔,"서울특별시 중구 남대문로7길 19 (소공동, 삼영빌딩)",198232.003862907,451276.307297241,서울특별시
50,소테츠호텔즈 더 스프라지르 서울 명동,서울특별시 중구 남대문로5길 15 (북창동),198053.638327649,451086.299785656,서울특별시
51,2U호스텔,"서울특별시 중구 청계천로 184 (주교동, 남강빌딩)",199770.377675687,451814.600448477,서울특별시
52,롯데시티호텔명동,"서울특별시 중구 삼일대로 362 (장교동, 장교빌딩)",198876.925292257,451628.15318809,서울특별시
53,호텔 스카이파크3,서울특별시 중구 퇴계로 139 (충무로2가),198814.884440598,451003.686958642,서울특별시
54,신촌라싸 관광호텔,서울특별시 서대문구 연세로2가길 3 (창천동),194391.16958802,450428.281096865,서울특별시
55,24게스트하우스 신촌에비뉴엘점,"서울특별시 서대문구 명물길 19, 8,9,10층 (창천동, 경오빌딩)",194425.547743193,450629.487978481,서울특별시
56,더케이호텔앤리조트(주) 더케이호텔서울,서울특별시 서초구 바우뫼로12길 70 (양재동),202833.261653939,440511.561175378,서울특별시
57,더리버사이드호텔,"서울특별시 서초구 강남대로107길 6 (잠원동, 더리버사이드호텔)",201530.475526772,446268.294338007,서울특별시
58,호텔티롤,"서울특별시 서초구 나루터로 64, 호텔티롤 (잠원동)",201428.517596116,445869.951055925,서울특별시
59,유원관광호텔,서울특별시 서초구 반포대로12길 29 (서초동),201066.818606401,442553.417053589,서울특별시
60,호텔 소설(小雪),서울특별시 서초구 반포대로14길 53 (서초동),201151.028822729,442683.649804365,서울특별시
61,호텔 페이토,서울특별시 서초구 강남대로 259 (서초동),202811.357664681,442727.748435057,서울특별시
62,신라스테이 서초,서울특별시 서초구 효령로 427 (서초동),202594.604971816,443029.088344854,서울특별시
63,업플로 호스텔,"서울특별시 서초구 서초대로56길 18, 업플로 호스텔 (서초동)",201434.03210615,443506.579876212,서울특별시
64,프로비스타 가족호텔,서울특별시 서초구 서초대로 338 (서초동),201577.653343873,443623.599964173,서울특별시
65,호텔롯데 롯데호텔월드,서울특별시 송파구 올림픽로 240 (잠실동),208589.363343145,445455.90405262,서울특별시
66,JW메리어트호텔 서울,서울특별시 서초구 신반포로 176 (반포동),200250.447804795,444683.220506107,서울특별시
67,여수夜호스텔,전라남도 여수시 하멜로 60 (종화동),268223.621435004,138087.327670703,전라남도
68,솔트,"제주특별자치도 제주시 애월읍 애월해안로 226, 솔트",138229.73903073,-3062.4719498715,제주특별자치도
69,오동도관광호텔,전라남도 여수시 오동도로 102 (수정동),268809.707035976,138370.618047558,전라남도
70,베스트루이스해밀턴호텔 오션테라스,부산광역시 기장군 기장읍 연화1길 27,402288.640244662,192769.842607127,부산광역시
71,웨스트힐스 프라이빗 풀빌라,전라남도 여수시 돌산읍 몰둠벙길 22-9,269272.536154897,133989.415621107,전라남도
72,오버더마운틴,"경기도 가평군 상면 수목원로386번길 75, Over the mountain",230514.381547006,471458.317900736,경기도
73,하늘지기,인천광역시 중구 하나개로 37 (무의동),148765.446053366,431714.022193174,인천광역시
74,베스트루이스해밀턴호텔 광안점,부산광역시 수영구 광안해변로 276 (민락동),393471.177800733,186115.038003996,부산광역시
75,샹보로관광호텔,전라남도 여수시 공화남2길 20 (공화동),267907.99616558,138729.075051281,전라남도
76,씨하이호텔,"경기도 시흥시 오이도로135번길 72, 씨하이호텔 (정왕동)",172191.124897848,426723.534297949,경기도
77,서정호스텔,경기도 평택시 서정로268번길 6 (서정동),205518.022038046,395951.397180809,경기도
78,브라운도트,울산광역시 남구 삼산로383번길 6-17 (삼산동),413056.400861217,229303.051361999,울산광역시
79,노을드림 펜션,전라남도 여수시 화양면 옥천로 1063-13,253529.660791337,138579.554765352,전라남도
80,노을드림#,전라남도 여수시 화양면 옥천로 1063-15,253503.372984199,138573.068871668,전라남도
81,자자백팩커스,서울특별시 중구 퇴계로20길 35 (남산동2가),198730.397072346,450725.563076072,서울특별시
82,브라운도트 호텔 수영,부산광역시 수영구 망미번영로52번길 112 (수영동),392540.665783778,187537.643272364,부산광역시
83,허니슬립,부산광역시 수영구 광남로 158 (민락동),392979.898201003,186054.225155144,부산광역시
84,바다풍경,"인천광역시 중구 선녀바위로55번길 2, 바다풍경 (을왕동)",144997.950340084,437872.435670906,인천광역시
85,멋진 하루,전라남도 여수시 신월로 531 (신월동),264581.606828294,136309.012233776,전라남도
86,호텔 진,인천광역시 남동구 남동대로777번길 36 (구월동),173894.957776531,438936.535543211,인천광역시
87,H-에비뉴 광안리해변점,"부산광역시 수영구 광안해변로278번길 42, 오션브릿지 8~10층 (민락동)",393521.998603867,185933.100965604,부산광역시
88,울라봉 호스텔,"경상남도 통영시 동문로 51, 울라봉 (정량동)",330627.007488815,150691.750642915,경상남도
89,오투힐 리조트,"제주특별자치도 제주시 구좌읍 해맞이해안로 1590-6, 하바나 리조트",188191.431114179,3521.93805636154,제주특별자치도
90,팔마여관,전라남도 순천시 자경2길 22-26 (조곡동),245785.337980438,161338.61971817,전라남도
91,지수남명진취가,"경상남도 진주시 지수면 지수로 506, 1층",315589.946844814,193785.14779492,경상남도
92,호텔 덕영,"강원특별자치도 원주시 양지로 56, 3~6층 (반곡동)",287184.789489096,425385.218845941,강원특별자치도
93,겨울바다 호스텔,"강원특별자치도 고성군 토성면 토성로 19-1, 3층",337092.957265003,528493.79388691,강원특별자치도
94,아이테르,전라남도 여수시 돌산읍 무술목길 61,271442.274575095,132581.397725562,전라남도
95,아몬드키즈호텔 양산통도사점,경상남도 양산시 하북면 통도8길 7,388885.67314387,223656.089653841,경상남도
96,라온풀빌라,충청북도 청주시 청원구 내수읍 우산길 29,252347.519965669,358005.012398392,충청북도
97,그란데마레,강원특별자치도 강릉시 사천면 가둔지길 9,365317.967392636,482310.457558829,강원특별자치도
98,감성온도광안,"부산광역시 수영구 광안해변로344번길 17-5, 마린리치 7층 (민락동)",394112.389593694,186080.891496882,부산광역시
99,메리제인호텔,"서울특별시 송파구 송파대로20길 6 (문정동, 메리제인호텔)",210857.025715606,442611.394350958,서울특별시
100,아난티 앳 부산,부산광역시 기장군 기장읍 기장해안로 267-7,402276.88052176,191097.712217494,부산광역시
101,빌라쥬드 아난티 빌라동,부산광역시 기장군 기장읍 기장해안로 267-17,402105.940530404,191464.848257464,부산광역시
102,빌라쥬드 아난티 클리퍼,부산광역시 기장군 기장읍 기장해안로 267-7,402276.88052176,191097.712217494,부산광역시
103,유원재,충청북도 충주시 수안보면 주정산로 6,288083.318550507,372433.122227492,충청북도
104,스테이올라,강원특별자치도 강릉시 주문진읍 해안로 2005,360507.485029439,490872.246015999,강원특별자치도
105,고즈넉한주문,강원특별자치도 강릉시 주문진읍 해안로 1867,361253.707122239,489989.339829664,강원특별자치도
106,오르도,강원특별자치도 강릉시 연곡면 영진길 87,362280.144949792,486729.284576689,강원특별자치도
107,슈가몽 544,전라남도 여수시 고소1길 57 (고소동),267548.932368359,138143.52348819,전라남도
108,달뜨리 몬당,전라남도 여수시 신덕2길 90 (신덕동),270080.106415366,147607.90262324,전라남도
109,미니먼트,부산광역시 해운대구 송정중앙로9번길 78-2 (송정동),400694.828864845,189706.559059234,부산광역시
111,힐하우스호스텔,전라남도 여수시 고소3길 72 (고소동),267920.67886855,138002.337462238,전라남도
112,우노맨션,전라남도 여수시 돌산읍 우두1길 30,267894.37173153,136636.110769296,전라남도
113,STAY 고우담 광안점,"부산광역시 수영구 남천바다로 13, 2층 (광안동)",392418.682861451,185448.591175638,부산광역시
114,크리에이터타운 서교,서울특별시 마포구 월드컵북로5길 41 (서교동),192579.727675563,450446.890829184,서울특별시
115,H AVENUE,부산광역시 부산진구 부전로 28 (부전동),387324.936691713,185693.767866322,부산광역시
116,보다스테이 1호점,"부산광역시 수영구 민락수변로 125, 골든뷰 10층 (민락동)",394388.109636098,186096.249639089,부산광역시
117,더쉼풀빌라,경기도 가평군 가평읍 북한강변로 1007-72,246030.935188358,478037.009500526,경기도
118,마콤스테이,경기도 가평군 설악면 자잠로 286-11,243113.405746883,466387.628226019,경기도
119,에스앤비풀빌라호스텔,경상북도 경주시 감포읍 감포로 250,426783.560147995,259593.019168889,경상북도
120,그리핀베이 호텔,부산광역시 중구 자갈치로59번길 6 (남포동4가),385115.989447093,179528.531517589,부산광역시
121,더쿨리스트 호텔,"부산광역시 해운대구 송정광어골로 11, 더쿨리스트 호텔 (송정동)",400223.305116553,188956.326744769,부산광역시
122,컴포트 인 여의도,"서울특별시 영등포구 국회대로72길 7, 컴포트 인 여의도 (여의도동)",192899.064795934,447567.13830193,서울특별시
123,라고바움 호텔,세종특별자치시 다솜로 185 (어진동),224043.929341307,332903.919494743,세종특별자치시
124,스텔라,"부산광역시 해운대구 송정광어골로 64, 스텔라빌딩 3,4층 (송정동)",399973.694150149,188501.663509578,부산광역시
125,VILLA COZY,경기도 가평군 청평면 호반로 753-7,241198.238023679,467503.43857514,경기도
126,윈덤그랜드부산,부산광역시 서구 등대로 27 (암남동),384495.066651637,177326.029548321,부산광역시
127,가평오즈펫리조트,경기도 가평군 청평면 호반로 774,241437.472515477,467396.751641499,경기도
128,청객,강원특별자치도 강릉시 강릉대로194번길 27 (임당동),366929.63847215,474478.381457066,강원특별자치도
129,선녀바위로 5,인천광역시 중구 선녀바위로 5 (을왕동),144756.481979944,438208.371535254,인천광역시
130,바그 관광호텔,전라남도 순천시 남신월3길 18-22 (조례동),247404.380552062,162200.379929532,전라남도
131,피코 관광호스텔,"부산광역시 북구 구만덕로80번길 4, 피코관광호스텔 (만덕동)",386157.190021193,192468.847504737,부산광역시
132,이제 부산,부산광역시 기장군 기장읍 연화길 70,402675.272225339,193440.090880117,부산광역시
133,사적공간,경상북도 안동시 용상북길 1-1 (용상동),356334.184788888,341642.976109031,경상북도
134,스위트 스테이여수,전라남도 여수시 이순신광장로 175 (종화동),267948.082493174,137921.292057517,전라남도
135,일라이트 호텔,충청북도 영동군 영동읍 영동힐링로 159,271023.616218297,295455.925749304,충청북도
136,(주) 호텔 더 팔래스,대구광역시 남구 이천로 13 (봉덕동),344280.758889205,261404.052273511,대구광역시
137,(주)에이더블유 호텔,대구광역시 달서구 성서로 413 (이곡동),336028.850829138,262620.604122134,대구광역시
138,퀸벨호텔,대구광역시 동구 동촌로 200 (방촌동),350017.050041268,265964.89954221,대구광역시
139,팔공산온천관광호텔,"대구광역시 동구 팔공산로185길 11 (용수동, 팔공산온천관광호텔)",352470.09896678,278091.653532319,대구광역시
140,팔공에밀리아호텔(Palgong Emillia Hotel),"대구광역시 동구 팔공산로 1121 (용수동, 팔공에밀리아호텔)",352283.63282852,278141.388024943,대구광역시
141,브라운도트호텔 대구혁신도시점,대구광역시 동구 율암로 164 (상매동),353961.314792633,266755.077008185,대구광역시
142,(주)호텔 수성,대구광역시 수성구 용학로 106-7 (두산동),346271.979581791,259441.744147136,대구광역시
143,호텔아리아나,대구광역시 수성구 동대구로 27 (두산동),346576.826066994,260428.966309755,대구광역시
144,(주)그랜드관광호텔,대구광역시 수성구 동대구로 305 (범어동),346741.524473962,263179.794653745,대구광역시
145,호텔G,대구광역시 달성군 구지면 달성2차동1로 145,328548.352834039,239016.209158048,대구광역시
146,엘디스리젠트호텔,대구광역시 중구 달구벌대로 2033 (동산동),343184.151780859,264080.683792872,대구광역시
147,대구동성로호스텔,대구광역시 중구 동성로12길 9 (동문동),344093.55656167,264671.704753388,대구광역시
148,대구미드타운 호스텔,대구광역시 중구 중앙대로77길 47 (장관동),343606.333967906,264294.667807298,대구광역시
149,(주)즐거운세상,"대구광역시 수성구 팔현길 212 (만촌동, 호텔인터불고)",349910.333288357,264894.753600759,대구광역시
150,(주)호텔 라온제나,"대구광역시 수성구 범어천로 73 (범어동, 호텔 라온제나)",346507.147444466,262714.226888943,대구광역시
151,풍기관광호텔,경상북도 영주시 풍기읍 풍기로 53,335889.662122346,375330.010904725,경상북도
152,제제게스트하우스,경상북도 영주시 대학로22번길 9 (휴천동),344613.643554382,368858.171137369,경상북도
153,풍경채 호스텔,경상북도 울릉군 울릉읍 저동4길 47,545781.827421992,452393.200583528,경상북도
154,늘푸름 호스텔,경상북도 울릉군 울릉읍 간령길 93-60,542345.235173531,447285.059212591,경상북도
155,상일호스텔,경상북도 울릉군 울릉읍 울릉순환로 680,543152.638986998,448245.40561858,경상북도
156,삼원관광호텔,경상북도 울진군 근남면 노음1길 2,413391.155239542,387254.031328394,경상북도
157,호텔덕구온천,경상북도 울진군 북면 덕구온천로 924,402977.495772197,399893.580943472,경상북도
158,덕구온천콘도,경상북도 울진군 북면 덕구온천로 921,402775.945140689,399861.736707049,경상북도
159,울진그랜드호텔,경상북도 울진군 울진읍 현내항길 97,414479.531771677,390502.990416726,경상북도
160,(주)용암온천관광호텔,경상북도 청도군 화양읍 온천길 23,355543.568685578,244578.923910223,경상북도
161,주식회사 이화관광 (문경새재호텔),경상북도 문경시 문경읍 새재2길 32-11,296211.183018968,362721.910010602,경상북도
162,STX문경리조트,경상북도 문경시 농암면 청화로 509,286252.247977551,341315.794122345,경상북도
163,창원관광개발(주) 구미센츄리호텔,경상북도 구미시 3공단1로 296 (임수동),326228.056185618,290697.11504509,경상북도
164,호텔 스테이 구미,"경상북도 구미시 여헌로 9, 호텔 스테이 구미 (인의동)",328105.030703626,290129.115126117,경상북도
165,(주)호텔금오산,"경상북도 구미시 금오산로 400, 금오산관광호텔 (남통동)",317758.376021636,290706.459309142,경상북도
166,STAY THE GONGDAN HOTEL,경상북도 구미시 1공단로5길 86-15 (공단동),323915.735527939,290846.002098164,경상북도
167,(주)가야호텔,경상북도 성주군 수륜면 가야산식물원길 52,303217.470765366,256444.256737724,경상북도
168,울릉관광호텔,경상북도 울릉군 울릉읍 사동2길 188,543759.374529029,449604.798532565,경상북도
169,신흥호텔,경상북도 울릉군 울릉읍 도동3길 19,545236.276661306,449960.48626266,경상북도
170,비치온 관광호텔,경상북도 울릉군 울릉읍 울릉순환로 772,542680.404524232,447460.464040265,경상북도
171,오션힐파크 호텔펜션,경상북도 영덕군 강구면 해상공원길 115 (리베라),413866.952439662,319328.38394834,경상북도
172,오션비치 휴양콘도미니엄,경상북도 영덕군 강구면 동해대로 4265-43 (오션뷰컨트리클럽),413133.402048876,318506.378144324,경상북도
173,(주)문경레저타운 문경새재리조트,경상북도 문경시 문경읍 웰빙타운길 7-12,303558.803717659,360262.393825044,경상북도
174,춘양목 호스텔,경상북도 봉화군 춘양면 운곡1길 8-18 (춘양목여행자숙소),370790.332728982,383650.165982662,경상북도
175,울릉도 이사부 호텔,경상북도 울릉군 울릉읍 도동1길 21-1,545422.92614502,449828.139416021,경상북도
176,울릉관광옥천호텔,경상북도 울릉군 울릉읍 옥천길 148,543161.154332092,448827.911376628,경상북도
177,울릉도패밀리호텔,경상북도 울릉군 울릉읍 도동2길 8-6,545528.697626835,449920.02634214,경상북도
178,우듬지 호스텔,경상북도 울릉군 울릉읍 도동1길 25,545408.785434612,449834.476315387,경상북도
179,산호호텔,경상북도 울릉군 울릉읍 도동3길 22,545233.50898583,449982.300135526,경상북도
180,더케이호텔경주,경상북도 경주시 엑스포로 45 (신평동),406974.008886349,262180.620188077,경상북도
181,마우나오션 콘도미니엄,경상북도 경주시 양남면 동남로 1021,414395.629522232,245291.2743122,경상북도
182,일성보문콘도미니엄,"경상북도 경주시 보문로 365, 일성경주보문콘도 (신평동)",406006.834843913,263329.635881051,경상북도
183,코오롱호텔,"경상북도 경주시 불국로 289-17, 코오롱호텔 (마동)",409841.988770145,256679.798847849,경상북도
184,힐튼호텔 경주,"경상북도 경주시 보문로 484-7, 경주힐튼호텔/우양미술관 (신평동)",406465.878338666,262473.494405346,경상북도
185,주식회사 라한호텔(경주),경상북도 경주시 보문로 338 (신평동),405637.817167632,263521.411175221,경상북도
186,(주)이랜드파크 켄싱턴리조트 경주,경상북도 경주시 보문로 182-29 (북군동),404841.798099653,264595.723082789,경상북도
187,베니키아 스위스로젠 호텔,경상북도 경주시 보문로 465-37 (신평동),407057.244474441,262465.022147462,경상북도
188,경주지지관광호텔,"경상북도 경주시 태종로699번길 3, 경주지지관광호텔 (노서동)",399106.474227057,262107.235004903,경상북도
189,한화호텔앤드리조트(주) 경주휴양콘도미니엄,"경상북도 경주시 보문로 182-27, 경주한화리조트 (북군동)",404996.63904875,264534.014071404,경상북도
190,소노벨 경주,"경상북도 경주시 보문로 402-12, 대명리조트 (신평동)",406118.323266086,263079.41944442,경상북도
191,코모도호텔 경주,경상북도 경주시 보문로 422 (신평동),406380.199054323,262867.095463819,경상북도
192,(주)교원프라퍼티 스위트호텔경주,경상북도 경주시 보문로 280-12 (북군동),405679.37027616,263931.396403666,경상북도
193,신라밀레니엄 라궁,경상북도 경주시 엑스포로 55-12 (신평동),407429.947428169,261792.468889804,경상북도
194,블루원 콘도미니엄,경상북도 경주시 천군로 95-32 (천군동),406781.38157328,260520.562018772,경상북도
195,호스텔 다현,경상북도 경주시 원화로340번길 12 (성동동),400296.38389999,263394.31964314,경상북도
196,아리수 경주 호텔,경상북도 경주시 영불로 207 (진현동),410132.115289677,255989.871705949,경상북도
197,청춘게스트하우스 호스텔,경상북도 경주시 태종로727번길 31 (노서동),399394.54290965,262442.450281649,경상북도
198,노벰버리조트,"경상북도 경주시 감포읍 감포로 226-4, 감포요트텔",426725.752394056,259350.822551903,경상북도
199,(주)블루원(블루원상주골프리조트 휴양콘도미니엄),경상북도 상주시 모서면 화현3길 127,284821.995252018,315248.913248957,경상북도
200,주왕산관광호텔,경상북도 청송군 청송읍 중앙로 315 (주왕산관광호텔),384914.907318707,328082.031508173,경상북도
201,소노벨 청송,경상북도 청송군 주왕산면 주왕산로 494-1,389363.765288373,321622.036982884,경상북도
202,호텔 다움,"울산광역시 중구 번영로 538, 호텔 다움 (반구동)",412213.975548232,232213.090339279,울산광역시
203,토요코인 인천부평,인천광역시 부평구 광장로 10 (부평동),175350.041793917,443174.648617834,인천광역시
204,라미드송도호텔 주식회사,인천광역시 연수구 능허대로267번길 29 (동춘동),169429.055698777,434734.120798406,인천광역시
205,인썸관광호텔,인천광역시 옹진군 영흥면 영흥로757번길 51,151021.195752529,418926.867871857,인천광역시
206,브라운도트호텔 인천송도,인천광역시 연수구 능허대로 227-7 (옥련동),169072.672204751,434950.317672271,인천광역시
207,호텔498,"인천광역시 연수구 용담로85번길 24, 호텔 498 (청학동)",171263.846332718,435079.916002063,인천광역시
208,하운드호텔 서구청점,인천광역시 서구 서곶로301번길 28 (심곡동),171081.886819044,449235.635776127,인천광역시
209,HOTEL THE ONE,"인천광역시 서구 탁옥로51번길 13-9 (심곡동, SG관광호텔)",171156.988552831,449247.90571552,인천광역시
210,포시즌관광호텔,"인천광역시 서구 탁옥로33번길 15 (심곡동, 포시즌 호텔)",171043.232528524,449303.903703088,인천광역시
211,3에스(S)호텔(검단점),인천광역시 서구 원당대로 874 (당하동),173295.935023985,454580.68159092,인천광역시
212,비즈 레지던스,"인천광역시 서구 길주로 79, 10층 (석남동, 성한캣슬)",170845.063650774,444993.837816561,인천광역시
213,(주)조양 호텔소프라,"인천광역시 서구 서곶로301번길 21 (심곡동, 조양관광호텔)",171149.361153374,449175.693925862,인천광역시
214,펜타스타 호텔,인천광역시 서구 오류로14번길 23 (오류동),167412.942732692,454861.285530349,인천광역시
215,BEYOND HOTEL(비욘드호텔),"인천광역시 서구 서곶로301번길 19, W호텔 (심곡동)",171177.198012092,449172.487325009,인천광역시
216,세비야관광호텔,nan,154960.659731872,443704.532927884,nan
217,오션사이드호텔,nan,148697.885930941,436202.887475028,nan
218,델로스호스텔,인천광역시 중구 용유서로 365 (을왕동),144394.182118981,438912.746878182,인천광역시
219,이츠관광호텔,nan,164748.509979678,439124.040081692,nan
220,M(엠)관광호텔,인천광역시 중구 연안부두로43번길 12 (항동7가),164766.146693052,439158.801595463,인천광역시
221,하얏트리젠시인천호텔,nan,152264.138138651,437747.292660783,nan
222,베스트웨스턴인천에어포트호텔,nan,152264.138138651,437747.292660783,nan
223,위너스 관광호텔,"인천광역시 중구 왕산로 40, 위너스관광호텔 (을왕동)",144076.909131051,440071.747613975,인천광역시
224,파크우드 관광호텔,"인천광역시 중구 마시란로 34 (덕교동, 호텔파크우드)",148751.18387201,436164.178813488,인천광역시
225,THEWEEEK&,"인천광역시 중구 용유서로 379, 더위크앤리조트 (을왕동)",144295.618193408,438927.232432294,인천광역시
226,씨 사이드 관광호텔,"인천광역시 중구 을왕로58번길 6, 씨사이드관광호텔 (을왕동)",144385.570278871,438737.967722269,인천광역시
227,씨월드관광호텔 부대시설 변경(유흥주점 폐업),nan,144136.10182707,440436.913482631,nan
228,씨월드 관광호텔,nan,144136.10182707,440436.913482631,nan
229,시드니 리조트 관광호텔,nan,144945.534747677,437923.108617265,nan
230,호텔더베이21,경기도 시흥시 오이도로 123-1 (정왕동),172507.412461847,427374.226535239,경기도
231,엠블던호텔,경기도 안산시 단원구 중앙대로 869 (고잔동),185110.203397621,423940.927087008,경기도
232,(주)탐라콘도,충청남도 아산시 도고면 기곡로77번길 39,189374.712148848,361974.914801442,충청남도
233,(주)온양관광호텔,충청남도 아산시 온천대로 1459 (온천동),199899.951667139,364643.268523569,충청남도
234,온양제일호텔,충청남도 아산시 온천대로 1462 (온천동),199886.719858204,364525.912786242,충청남도
235,천안상록가족호텔,충청남도 천안시 동남구 수신면 수신로 576,225473.742933583,359865.181253705,충청남도
236,천안상록리조트,충청남도 천안시 동남구 수신면 수신로 576,225693.408769383,359978.556735502,충청남도
237,천안메트로관광호텔,충청남도 천안시 동남구 대흥로 241-11 (대흥동),213129.712076829,367689.985138027,충청남도
238,호텔 홀리데이 계룡산,충청남도 공주시 반포면 임금봉길 61,222418.448637977,318578.003374581,충청남도
239,공주하숙마을,nan,210964.983808852,327936.554431577,nan
240,소노벨 천안,충청남도 천안시 동남구 성남면 종합휴양지로 200,219889.551999241,361773.964317459,충청남도
241,신라스테이 천안,충청남도 천안시 서북구 동서대로 177 (성정동),212711.910428524,369380.038974982,충청남도
242,슈바이처도르프,충청남도 천안시 서북구 성정공원5로 42 (성정동),212620.579376035,369573.612655251,충청남도
